,text,tag
8448,-,O
8449,MALAYSIAN,B-MISC
8450,OPEN,I-MISC
8451,RESULTS,O
8452,.,O
8453,KUALA,B-LOC
8454,LUMPUR,I-LOC
8455,1996-08-22,O
8456,Results,O
8457,in,O
8458,the,O
8459,Malaysian,B-MISC
8460,Open,B-MISC
8461,badminton,O
8462,tournament,O
8463,on,O
8464,Thursday,O
8465,(,O
8466,prefix,O
8467,number,O
8468,denotes,O
8469,seeding,O
8470,),O
8471,:,O
8472,Men,O
8473,'s,O
8474,singles,O
8475,",",O
8476,third,O
8477,round,O
8478,9/16,O
8479,-,O
8480,Luo,B-PER
8481,Yigang,I-PER
8482,(,O
8483,China,B-LOC
8484,),O
8485,beat,O
8486,Hwang,B-PER
8487,Sun-ho,B-MISC
8488,(,O
8489,South,B-LOC
8490,Korea,I-LOC
8491,),O
8492,15-3,O
8493,15-7,O
8494,Jason,B-PER
8495,Wong,I-PER
8496,(,O
8497,Malaysia,B-LOC
8498,),O
8499,beat,O
8500,Abdul,B-PER
8501,Samad,I-PER
8502,Ismail,I-PER
8503,(,O
8504,Malaysia,B-LOC
8505,),O
8506,16-18,O
8507,15-2,O
8508,17-14,O
8509,P.,B-PER
8510,Kantharoopan,I-PER
8511,(,O
8512,Malaysia,B-LOC
8513,),O
8514,beat,O
8515,3/4,O
8516,-,O
8517,Jeroen,B-PER
8518,Van,I-PER
8519,Dijk,I-PER
8520,(,O
8521,Netherlands,B-LOC
8522,),O
8523,15-11,O
8524,18-14,O
8525,Wijaya,B-PER
8526,Indra,I-PER
8527,(,O
8528,Indonesia,B-LOC
8529,),O
8530,beat,O
8531,5/8,O
8532,-,O
8533,Pang,B-PER
8534,Chen,I-PER
8535,(,O
8536,Malaysia,B-LOC
8537,),O
8538,15-6,O
8539,6-15,O
8540,15-7,O
8541,3/4,O
8542,-,O
8543,Hu,B-PER
8544,Zhilan,I-PER
8545,(,O
8546,China,B-LOC
8547,),O
8548,beat,O
8549,Nunung,B-PER
8550,Subandoro,I-PER
8551,(,O
8552,Indonesia,B-LOC
8553,),O
8554,5-15,O
8555,18-15,O
8556,15-6,O
8557,9/16,O
8558,-,O
8559,Hermawan,B-PER
8560,Susanto,I-PER
8561,(,O
8562,Indonesia,B-LOC
8563,),O
8564,beat,O
8565,1,O
8566,-,O
8567,Fung,B-PER
8568,Permadi,I-PER
8569,(,O
8570,Taiwan,B-LOC
8571,),O
8572,15-8,O
8573,15-12,O
8574,Women,O
8575,'s,O
8576,singles,O
8577,2nd,O
8578,round,O
8579,1,O
8580,-,O
8581,Wang,B-PER
8582,Chen,I-PER
8583,(,O
8584,China,B-LOC
8585,),O
8586,beat,O
8587,Cindana,B-PER
8588,(,O
8589,Indonesia,B-LOC
8590,),O
8591,11-3,O
8592,1ama,B-PER
8593,(,O
8594,Japan,B-LOC
8595,),O
8596,beat,O
8597,Margit,B-PER
8598,Borg,I-PER
8599,(,O
8600,Sweden,B-LOC
8601,),O
8602,11-6,O
8603,11-6,O
8604,Sun,B-PER
8605,Jian,I-PER
8606,(,O
8607,China,B-LOC
8608,),O
8609,beat,O
8610,Marina,B-PER
8611,Andrievskaqya,I-PER
8612,(,O
8613,Sweden,B-LOC
8614,),O
8615,11-8,O
8616,11-2,O
8617,5/8,O
8618,-,O
8619,Meluawati,B-PER
8620,(,O
8621,Indonesia,B-LOC
8622,),O
8623,beat,O
8624,Chan,B-PER
8625,Chia,I-PER
8626,Fong,I-PER
8627,(,O
8628,Malaysia,B-LOC
8629,),O
8630,11-6,O
8631,11-1,O
8632,Gong,B-PER
8633,Zhichao,I-PER
8634,(,O
8635,China,B-LOC
8636,),O
8637,beat,O
8638,Liu,B-PER
8639,Lufung,I-PER
8640,(,O
8641,China,B-LOC
8642,),O
8643,6-11,O
8644,11-7,O
8645,11-3,O
8646,Zeng,B-PER
8647,Yaqiong,I-PER
8648,(,O
8649,China,B-LOC
8650,),O
8651,beat,O
8652,Li,B-PER
8653,Feng,I-PER
8654,(,O
8655,New,B-LOC
8656,Zealand,I-LOC
8657,),O
8658,11-9,O
8659,11-6,O
8660,5/8,O
8661,-,O
8662,Christine,B-PER
8663,Magnusson,I-PER
8664,(,O
8665,Sweden,B-LOC
8666,),O
8667,beat,O
8668,Ishwari,B-PER
8669,Boopathy,I-PER
8670,(,O
8671,Malaysia,B-LOC
8672,),O
8673,11-1,O
8674,10-12,O
8675,11-4,O
8676,2,O
8677,-,O
8678,Zhang,B-PER
8679,Ning,I-PER
8680,(,O
8681,China,B-LOC
8682,),O
8683,beat,O
8684,Olivia,B-PER
8685,(,O
8686,Indonesia,B-LOC
8687,),O
8688,11-8,O
8689,11-6,O
8690,TENNIS,O
8691,-,O
8692,REVISED,O
8693,MEN,O
8694,'S,O
8695,DRAW,O
8696,FOR,O
8697,U.S.,B-MISC
8698,OPEN,I-MISC
8699,.,O
8700,NEW,B-LOC
8701,YORK,I-LOC
8702,1996-08-22,O
8703,Revised,O
8704,singles,O
8705,draw,O
8706,for,O
8707,the,O
8708,U.S.,B-MISC
8709,Open,I-MISC
8710,tennis,O
8711,championships,O
8712,beginning,O
8713,Monday,O
8714,at,O
8715,the,O
8716,U.S,B-LOC
8717,.,O
8718,National,B-LOC
8719,Tennis,I-LOC
8720,Centre,I-LOC
8721,(,O
8722,prefix,O
8723,denotes,O
8724,seeding,O
8725,),O
8726,:,O
8727,Men,O
8728,'s,O
8729,Draw,O
8730,1,O
8731,-,O
8732,Pete,B-PER
8733,Sampras,I-PER
8734,(,O
8735,U.S.,B-LOC
8736,),O
8737,vs.,O
8738,Adrian,B-PER
8739,Voinea,I-PER
8740,(,O
8741,Romania,B-LOC
8742,),O
8743,Jiri,B-PER
8744,Novak,I-PER
8745,(,O
8746,Czech,B-LOC
8747,Republic,I-LOC
8748,),O
8749,vs.,O
8750,qualifier,O
8751,Magnus,B-PER
8752,Larsson,I-PER
8753,(,O
8754,Sweden,B-LOC
8755,),O
8756,vs.,O
8757,Alexander,B-PER
8758,Volkov,I-PER
8759,(,O
8760,Russia,B-LOC
8761,),O
8762,Mikael,B-PER
8763,Tillstrom,I-PER
8764,(,O
8765,Sweden,B-LOC
8766,),O
8767,vs,O
8768,qualifier,O
8769,Qualifier,O
8770,vs.,O
8771,Andrei,B-PER
8772,Olhovskiy,I-PER
8773,(,O
8774,Russia,B-LOC
8775,),O
8776,Mark,B-PER
8777,Woodforde,I-PER
8778,(,O
8779,Australia,B-LOC
8780,),O
8781,vs.,O
8782,Mark,B-PER
8783,Philippoussis,I-PER
8784,(,O
8785,Australia,B-LOC
8786,),O
8787,Roberto,B-PER
8788,Carretero,I-PER
8789,(,O
8790,Spain,B-LOC
8791,),O
8792,vs.,O
8793,Jordi,B-PER
8794,Burillo,I-PER
8795,(,O
8796,Spain,B-LOC
8797,),O
8798,Francisco,B-PER
8799,Clavet,I-PER
8800,(,O
8801,Spain,B-LOC
8802,),O
8803,vs.,O
8804,16,O
8805,-,O
8806,Cedric,B-PER
8807,Pioline,I-PER
8808,(,O
8809,France,B-LOC
8810,),O
8811,------------------------,O
8812,9,O
8813,-,O
8814,Wayne,B-PER
8815,Ferreira,I-PER
8816,(,O
8817,South,B-LOC
8818,Africa,I-LOC
8819,),O
8820,vs.,O
8821,qualifier,O
8822,Karol,B-PER
8823,Kucera,I-PER
8824,(,O
8825,Slovakia,B-LOC
8826,),O
8827,vs.,O
8828,Jonas,B-PER
8829,Bjorkman,I-PER
8830,(,O
8831,Sweden,B-LOC
8832,),O
8833,Qualifier,O
8834,vs.,O
8835,Christian,B-PER
8836,Rudd,I-PER
8837,(,O
8838,Norway,B-LOC
8839,),O
8840,Alex,B-PER
8841,Corretja,I-PER
8842,(,O
8843,Spain,B-LOC
8844,),O
8845,vs.,O
8846,Byron,B-PER
8847,Black,I-PER
8848,(,O
8849,Zimbabwe,B-LOC
8850,),O
8851,David,B-PER
8852,Rikl,I-PER
8853,(,O
8854,Czech,B-LOC
8855,Republic,I-LOC
8856,),O
8857,vs.,O
8858,Hicham,B-PER
8859,Arazi,I-PER
8860,(,O
8861,Morocco,B-LOC
8862,),O
8863,Sjeng,B-PER
8864,Schalken,I-PER
8865,(,O
8866,Netherlands,B-LOC
8867,),O
8868,vs.,O
8869,Gilbert,B-PER
8870,Schaller,I-PER
8871,(,O
8872,Austria,B-LOC
8873,),O
8874,Grant,B-PER
8875,Stafford,I-PER
8876,(,O
8877,South,B-LOC
8878,Africa,I-LOC
8879,),O
8880,vs.,O
8881,Guy,B-PER
8882,Forget,I-PER
8883,(,O
8884,France,B-LOC
8885,),O
8886,Fernando,B-PER
8887,Meligeni,I-PER
8888,(,O
8889,Brazil,B-LOC
8890,),O
8891,vs.,O
8892,7,O
8893,-,O
8894,Yevgeny,B-PER
8895,Kafelnikov,I-PER
8896,(,O
8897,Russia,B-LOC
8898,),O
8899,------------------------,O
8900,4,O
8901,-,O
8902,Goran,B-PER
8903,Ivanisevic,I-PER
8904,(,O
8905,Croatia,B-LOC
8906,),O
8907,vs.,O
8908,Andrei,B-PER
8909,Chesnokov,I-PER
8910,(,O
8911,Russia,B-LOC
8912,),O
8913,Scott,B-PER
8914,Draper,I-PER
8915,(,O
8916,Australia,B-LOC
8917,),O
8918,vs.,O
8919,Galo,B-PER
8920,Blanco,I-PER
8921,(,O
8922,Spain,B-LOC
8923,),O
8924,Renzo,B-PER
8925,Furlan,I-PER
8926,(,O
8927,Italy,B-LOC
8928,),O
8929,vs.,O
8930,Thomas,B-PER
8931,Johansson,I-PER
8932,(,O
8933,Sweden,B-LOC
8934,),O
8935,Hendrik,B-PER
8936,Dreekman,I-PER
8937,(,O
8938,Germany,B-LOC
8939,),O
8940,vs.,O
8941,Greg,B-PER
8942,Rusedski,I-PER
8943,(,O
8944,Britain,B-LOC
8945,),O
8946,Andrei,B-PER
8947,Medvedev,I-PER
8948,(,O
8949,Ukraine,B-LOC
8950,),O
8951,vs.,O
8952,Jean-Philippe,B-PER
8953,Fleurian,I-PER
8954,(,O
8955,France,B-LOC
8956,),O
8957,Jan,B-PER
8958,Kroslak,I-PER
8959,(,O
8960,Slovakia,B-LOC
8961,),O
8962,vs.,O
8963,Chris,B-PER
8964,Woodruff,I-PER
8965,(,O
8966,U.S.,B-LOC
8967,),O
8968,Qualifier,O
8969,vs.,O
8970,Petr,B-PER
8971,Korda,I-PER
8972,(,O
8973,Czech,B-LOC
8974,Republic,I-LOC
8975,),O
8976,Bohdan,B-PER
8977,Ulihrach,I-PER
8978,(,O
8979,Czech,B-LOC
8980,Republic,I-LOC
8981,),O
8982,vs.,O
8983,14,O
8984,-,O
8985,Alberto,B-PER
8986,Costa,I-PER
8987,(,O
8988,Spain,B-LOC
8989,),O
8990,------------------------,O
8991,12,O
8992,-,O
8993,Todd,B-PER
8994,Martin,I-PER
8995,(,O
8996,U.S.,B-LOC
8997,),O
8998,vs.,O
8999,Younnes,B-PER
9000,El,I-PER
9001,Aynaoui,I-PER
9002,(,O
9003,Morocco,B-LOC
9004,),O
9005,Andrea,B-PER
9006,Gaudenzi,I-PER
9007,(,O
9008,Italy,B-LOC
9009,),O
9010,vs.,O
9011,Shuzo,B-PER
9012,Matsuoka,I-PER
9013,(,O
9014,Japan,B-LOC
9015,),O
9016,Doug,B-PER
9017,Flach,I-PER
9018,(,O
9019,U.S.,B-LOC
9020,),O
9021,vs.,O
9022,qualifier,O
9023,Mats,B-PER
9024,Wilander,I-PER
9025,(,O
9026,Sweden,B-LOC
9027,),O
9028,vs.,O
9029,Tim,B-PER
9030,Henman,I-PER
9031,(,O
9032,Britain,B-LOC
9033,),O
9034,Paul,B-PER
9035,Haarhuis,I-PER
9036,(,O
9037,Netherlands,B-LOC
9038,),O
9039,vs.,O
9040,Michael,B-PER
9041,Joyce,I-PER
9042,(,O
9043,U.S.,B-LOC
9044,),O
9045,Michael,B-PER
9046,Tebbutt,I-PER
9047,(,O
9048,Australia,B-LOC
9049,),O
9050,vs.,O
9051,Richey,B-PER
9052,Reneberg,I-PER
9053,(,O
9054,U.S.,B-LOC
9055,),O
9056,Jonathan,B-PER
9057,Stark,I-PER
9058,(,O
9059,U.S.,B-LOC
9060,),O
9061,vs.,O
9062,Bernd,B-PER
9063,Karbacher,I-PER
9064,(,O
9065,Germany,B-LOC
9066,),O
9067,Stefan,B-PER
9068,Edberg,I-PER
9069,(,O
9070,Sweden,B-LOC
9071,),O
9072,vs.,O
9073,5,O
9074,-,O
9075,Richard,B-PER
9076,Krajicek,I-PER
9077,(,O
9078,Netherlands,B-LOC
9079,),O
9080,------------------------,O
9081,6,O
9082,-,O
9083,Andre,B-PER
9084,Agassi,I-PER
9085,(,O
9086,U.S.,B-LOC
9087,),O
9088,vs.,O
9089,Mauricio,B-PER
9090,Hadad,I-PER
9091,(,O
9092,Colombia,B-LOC
9093,),O
9094,Marcos,B-PER
9095,Ondruska,I-PER
9096,(,O
9097,South,B-LOC
9098,Africa,I-LOC
9099,),O
9100,vs.,O
9101,Felix,B-PER
9102,Mantilla,I-PER
9103,(,O
9104,Spain,B-LOC
9105,),O
9106,Carlos,B-PER
9107,Moya,I-PER
9108,(,O
9109,Spain,B-LOC
9110,),O
9111,vs.,O
9112,Scott,B-PER
9113,Humphries,I-PER
9114,(,O
9115,U.S.,B-LOC
9116,),O
9117,Jan,B-PER
9118,Siemerink,I-PER
9119,(,O
9120,Netherlands,B-LOC
9121,),O
9122,vs.,O
9123,Carl-Uwe,B-PER
9124,Steeb,I-PER
9125,(,O
9126,Germany,B-LOC
9127,),O
9128,Qualifier,O
9129,vs.,O
9130,qualifier,O
9131,David,B-PER
9132,Wheaton,I-PER
9133,(,O
9134,U.S.,B-LOC
9135,),O
9136,vs.,O
9137,Kevin,B-PER
9138,Kim,I-PER
9139,(,O
9140,U.S.,B-LOC
9141,),O
9142,Nicolas,B-PER
9143,Lapentti,I-PER
9144,(,O
9145,Ecuador,B-LOC
9146,),O
9147,vs.,O
9148,Alex,B-PER
9149,O'Brien,I-PER
9150,(,O
9151,U.S.,B-LOC
9152,),O
9153,Karim,B-PER
9154,Alami,I-PER
9155,(,O
9156,Morocco,B-LOC
9157,),O
9158,vs.,O
9159,11,O
9160,-,O
9161,MaliVai,B-PER
9162,Washington,I-PER
9163,(,O
9164,U.S.,B-LOC
9165,),O
9166,------------------------,O
9167,13,O
9168,-,O
9169,Thomas,B-PER
9170,Enqvist,I-PER
9171,(,O
9172,Sweden,B-LOC
9173,),O
9174,vs.,O
9175,Stephane,B-PER
9176,Simian,I-PER
9177,(,O
9178,France,B-LOC
9179,),O
9180,Guillaume,B-PER
9181,Raoux,I-PER
9182,(,O
9183,France,B-LOC
9184,),O
9185,vs.,O
9186,Filip,B-PER
9187,Dewulf,I-PER
9188,(,O
9189,Belgium,B-LOC
9190,),O
9191,Mark,B-PER
9192,Knowles,I-PER
9193,(,O
9194,Bahamas,B-LOC
9195,),O
9196,vs.,O
9197,Marcelo,B-PER
9198,Filippini,I-PER
9199,(,O
9200,Uruguay,B-LOC
9201,),O
9202,Todd,B-PER
9203,Woodbridge,I-PER
9204,(,O
9205,Australia,B-LOC
9206,),O
9207,vs.,O
9208,qualifier,O
9209,Kris,B-PER
9210,Goossens,I-PER
9211,(,O
9212,Belgium,B-LOC
9213,),O
9214,vs.,O
9215,Sergi,B-PER
9216,Bruguera,I-PER
9217,(,O
9218,Spain,B-LOC
9219,),O
9220,Qualifier,O
9221,vs.,O
9222,Michael,B-PER
9223,Stich,I-PER
9224,(,O
9225,Germany,B-LOC
9226,),O
9227,Qualifier,O
9228,vs.,O
9229,Chuck,B-PER
9230,Adams,I-PER
9231,(,O
9232,U.S.,B-LOC
9233,),O
9234,Javier,B-PER
9235,Frana,I-PER
9236,(,O
9237,Argentina,B-LOC
9238,),O
9239,vs.,O
9240,3,O
9241,-,O
9242,Thomas,B-PER
9243,Muster,I-PER
9244,(,O
9245,Austria,B-LOC
9246,),O
9247,------------------------,O
9248,8,O
9249,-,O
9250,Jim,B-PER
9251,Courier,I-PER
9252,(,O
9253,U.S.,B-LOC
9254,),O
9255,vs.,O
9256,Javier,B-PER
9257,Sanchez,I-PER
9258,(,O
9259,Spain,B-LOC
9260,),O
9261,Jim,B-PER
9262,Grabb,I-PER
9263,(,O
9264,U.S.,B-LOC
9265,),O
9266,vs.,O
9267,Sandon,B-PER
9268,Stolle,I-PER
9269,(,O
9270,Australia,B-LOC
9271,),O
9272,Patrick,B-PER
9273,Rafter,I-PER
9274,(,O
9275,Australia,B-LOC
9276,),O
9277,vs.,O
9278,Kenneth,B-PER
9279,Carlsen,I-PER
9280,(,O
9281,Denmark,B-LOC
9282,),O
9283,Jason,B-PER
9284,Stoltenberg,I-PER
9285,(,O
9286,Australia,B-LOC
9287,),O
9288,vs.,O
9289,Stefano,B-PER
9290,Pescosolido,I-PER
9291,(,O
9292,Italy,B-LOC
9293,),O
9294,Arnaud,B-PER
9295,Boetsch,I-PER
9296,(,O
9297,France,B-LOC
9298,),O
9299,vs.,O
9300,Nicolas,B-PER
9301,Pereira,I-PER
9302,(,O
9303,Venezuela,B-LOC
9304,),O
9305,Carlos,B-PER
9306,Costa,I-PER
9307,(,O
9308,Spain,B-LOC
9309,),O
9310,vs.,O
9311,Magnus,B-PER
9312,Gustafsson,I-PER
9313,(,O
9314,Sweden,B-LOC
9315,),O
9316,Jeff,B-PER
9317,Tarango,I-PER
9318,(,O
9319,U.S.,B-LOC
9320,),O
9321,vs.,O
9322,Alex,B-PER
9323,Radulescu,I-PER
9324,(,O
9325,Germany,B-LOC
9326,),O
9327,Qualifier,O
9328,vs.,O
9329,10,O
9330,-,O
9331,Marcelo,B-PER
9332,Rios,I-PER
9333,(,O
9334,Chile,B-LOC
9335,),O
9336,------------------------,O
9337,15,O
9338,-,O
9339,Marc,B-PER
9340,Rosset,I-PER
9341,(,O
9342,Switzerland,B-LOC
9343,vs.,O
9344,Jared,B-PER
9345,Palmer,I-PER
9346,(,O
9347,U.S.,B-LOC
9348,),O
9349,Martin,B-PER
9350,Damm,I-PER
9351,(,O
9352,Czech,B-LOC
9353,Republic,I-LOC
9354,),O
9355,vs.,O
9356,Hernan,B-PER
9357,Gumy,I-PER
9358,(,O
9359,Argentina,B-LOC
9360,),O
9361,Nicklas,B-PER
9362,Kulti,I-PER
9363,(,O
9364,Sweden,B-LOC
9365,),O
9366,vs.,O
9367,Jakob,B-PER
9368,Hlasek,I-PER
9369,(,O
9370,Switzerland,B-LOC
9371,),O
9372,Cecil,B-PER
9373,Mamiit,I-PER
9374,(,O
9375,U.S.,B-LOC
9376,),O
9377,vs.,O
9378,Alberto,B-PER
9379,Berasategui,I-PER
9380,(,O
9381,Spain,B-LOC
9382,),O
9383,Vince,B-PER
9384,Spadea,I-PER
9385,(,O
9386,U.S.,B-LOC
9387,),O
9388,vs.,O
9389,Daniel,B-PER
9390,Vacek,I-PER
9391,(,O
9392,Czech,B-LOC
9393,Republic,I-LOC
9394,),O
9395,David,B-PER
9396,Prinosil,I-PER
9397,(,O
9398,Germany,B-LOC
9399,),O
9400,vs.,O
9401,qualifier,O
9402,Qualifier,O
9403,vs.,O
9404,Tomas,B-PER
9405,Carbonell,I-PER
9406,(,O
9407,Spain,B-LOC
9408,),O
9409,Qualifier,O
9410,vs.,O
9411,2,O
9412,-,O
9413,Michael,B-PER
9414,Chang,I-PER
9415,(,O
9416,U.S.,B-LOC
9417,),O
9418,BASEBALL,O
9419,-,O
9420,ORIOLES,B-ORG
9421,',O
9422,MANAGER,O
9423,DAVEY,B-PER
9424,JOHNSON,I-PER
9425,HOSPITALIZED,O
9426,.,O
9427,BALTIMORE,B-LOC
9428,1996-08-22,O
9429,Baltimore,B-ORG
9430,Orioles,I-ORG
9431,manager,O
9432,Davey,B-PER
9433,Johnson,I-PER
9434,will,O
9435,miss,O
9436,Thursday,O
9437,night,O
9438,'s,O
9439,game,O
9440,against,O
9441,the,O
9442,Seattle,B-ORG
9443,Mariners,I-ORG
9444,after,O
9445,being,O
9446,admitted,O
9447,to,O
9448,a,O
9449,hospital,O
9450,with,O
9451,an,O
9452,irregular,O
9453,heartbeat,O
9454,.,O
9455,The,O
9456,53-year-old,O
9457,Johnson,B-PER
9458,was,O
9459,hospitalized,O
9460,after,O
9461,experiencing,O
9462,dizziness,O
9463,.,O
9464,"""",O
9465,He,O
9466,is,O
9467,in,O
9468,no,O
9469,danger,O
9470,and,O
9471,will,O
9472,be,O
9473,treated,O
9474,and,O
9475,observed,O
9476,this,O
9477,evening,O
9478,",",O
9479,"""",O
9480,said,O
9481,Orioles,B-ORG
9482,team,O
9483,physician,O
9484,Dr.,O
9485,William,B-PER
9486,Goldiner,I-PER
9487,",",O
9488,adding,O
9489,that,O
9490,Johnson,B-PER
9491,is,O
9492,expected,O
9493,to,O
9494,be,O
9495,released,O
9496,on,O
9497,Friday,O
9498,.,O
9499,Orioles,B-ORG
9500,',O
9501,bench,O
9502,coach,O
9503,Andy,B-PER
9504,Etchebarren,I-PER
9505,will,O
9506,manage,O
9507,the,O
9508,club,O
9509,in,O
9510,Johnson,B-PER
9511,'s,O
9512,absence,O
9513,.,O
9514,Johnson,B-PER
9515,is,O
9516,the,O
9517,second,O
9518,manager,O
9519,to,O
9520,be,O
9521,hospitalized,O
9522,this,O
9523,week,O
9524,after,O
9525,California,B-ORG
9526,Angels,I-ORG
9527,skipper,O
9528,John,B-PER
9529,McNamara,I-PER
9530,was,O
9531,admitted,O
9532,to,O
9533,New,B-LOC
9534,York,I-LOC
9535,'s,O
9536,Columbia,B-LOC
9537,Presbyterian,I-LOC
9538,Hospital,I-LOC
9539,on,O
9540,Wednesday,O
9541,with,O
9542,a,O
9543,blood,O
9544,clot,O
9545,in,O
9546,his,O
9547,left,O
9548,calf,O
9549,.,O
9550,Johnson,B-PER
9551,",",O
9552,who,O
9553,played,O
9554,eight,O
9555,seasons,O
9556,in,O
9557,Baltimore,B-LOC
9558,",",O
9559,was,O
9560,named,O
9561,Orioles,B-ORG
9562,manager,O
9563,in,O
9564,the,O
9565,off-season,O
9566,replacing,O
9567,Phil,B-PER
9568,Regan,I-PER
9569,.,O
9570,He,O
9571,led,O
9572,the,O
9573,Cincinnati,B-ORG
9574,Reds,I-ORG
9575,to,O
9576,the,O
9577,National,B-MISC
9578,League,I-MISC
9579,Championship,I-MISC
9580,Series,I-MISC
9581,last,O
9582,year,O
9583,and,O
9584,guided,O
9585,the,O
9586,New,B-ORG
9587,York,I-ORG
9588,Mets,I-ORG
9589,to,O
9590,a,O
9591,World,B-MISC
9592,Series,I-MISC
9593,championship,O
9594,in,O
9595,1986,O
9596,.,O
9597,Baltimore,B-ORG
9598,has,O
9599,won,O
9600,16,O
9601,of,O
9602,its,O
9603,last,O
9604,22,O
9605,games,O
9606,to,O
9607,pull,O
9608,within,O
9609,five,O
9610,games,O
9611,of,O
9612,the,O
9613,slumping,O
9614,New,B-ORG
9615,York,I-ORG
9616,Yankees,I-ORG
9617,in,O
9618,the,O
9619,American,B-MISC
9620,League,I-MISC
9621,East,I-MISC
9622,Division,I-MISC
9623,.,O
9624,BASEBALL,O
9625,-,O
9626,MAJOR,B-MISC
9627,LEAGUE,I-MISC
9628,STANDINGS,O
9629,AFTER,O
9630,WEDNESDAY,O
9631,'S,O
9632,GAMES,O
9633,.,O
9634,NEW,B-LOC
9635,YORK,I-LOC
9636,1996-08-22,O
9637,Major,B-MISC
9638,League,I-MISC
9639,Baseball,I-MISC
9640,standings,O
9641,after,O
9642,games,O
9643,played,O
9644,on,O
9645,Wednesday,O
9646,(,O
9647,tabulate,O
9648,under,O
9649,won,O
9650,",",O
9651,lost,O
9652,",",O
9653,winning,O
9654,percentage,O
9655,and,O
9656,games,O
9657,behind,O
9658,),O
9659,:,O
9660,AMERICAN,B-MISC
9661,LEAGUE,I-MISC
9662,EASTERN,B-MISC
9663,DIVISION,I-MISC
9664,W,O
9665,L,O
9666,PCT,O
9667,GB,O
9668,NEW,B-ORG
9669,YORK,I-ORG
9670,72,O
9671,53,O
9672,.576,O
9673,-,O
9674,BALTIMORE,B-ORG
9675,67,O
9676,58,O
9677,.536,O
9678,5,O
9679,BOSTON,B-ORG
9680,63,O
9681,64,O
9682,.496,O
9683,10,O
9684,TORONTO,B-ORG
9685,58,O
9686,69,O
9687,.457,O
9688,15,O
9689,DETROIT,B-ORG
9690,44,O
9691,82,O
9692,.349,O
9693,28,O
9694,1/2,O
9695,CENTRAL,B-MISC
9696,DIVISION,I-MISC
9697,CLEVELAND,B-ORG
9698,76,O
9699,51,O
9700,.598,O
9701,-,O
9702,CHICAGO,B-ORG
9703,69,O
9704,59,O
9705,.539,O
9706,7,O
9707,1/2,O
9708,MINNESOTA,B-ORG
9709,63,O
9710,63,O
9711,.500,O
9712,12,O
9713,1/2,O
9714,MILWAUKEE,B-ORG
9715,60,O
9716,68,O
9717,.469,O
9718,16,O
9719,1/2,O
9720,KANSAS,B-ORG
9721,CITY,I-ORG
9722,58,O
9723,70,O
9724,.453,O
9725,18,O
9726,1/2,O
9727,WESTERN,B-MISC
9728,DIVISION,I-MISC
9729,TEXAS,B-ORG
9730,73,O
9731,54,O
9732,.575,O
9733,-,O
9734,SEATTLE,B-ORG
9735,64,O
9736,61,O
9737,.512,O
9738,8,O
9739,OAKLAND,B-ORG
9740,62,O
9741,67,O
9742,.481,O
9743,12,O
9744,CALIFORNIA,B-ORG
9745,58,O
9746,68,O
9747,.460,O
9748,14,O
9749,1/2,O
9750,THURSDAY,O
9751,",",O
9752,AUGUST,O
9753,22,O
9754,SCHEDULE,O
9755,OAKLAND,B-ORG
9756,AT,O
9757,BOSTON,B-LOC
9758,SEATTLE,B-ORG
9759,AT,O
9760,BALTIMORE,B-LOC
9761,CALIFORNIA,B-ORG
9762,AT,O
9763,NEW,B-LOC
9764,YORK,I-LOC
9765,TORONTO,B-ORG
9766,AT,O
9767,CHICAGO,B-LOC
9768,DETROIT,B-ORG
9769,AT,O
9770,KANSAS,B-LOC
9771,CITY,I-LOC
9772,TEXAS,B-ORG
9773,AT,O
9774,MINNESOTA,B-LOC
9775,NATIONAL,B-MISC
9776,LEAGUE,I-MISC
9777,EASTERN,B-MISC
9778,DIVISION,I-MISC
9779,W,O
9780,L,O
9781,PCT,O
9782,GB,O
9783,ATLANTA,B-ORG
9784,79,O
9785,46,O
9786,.632,O
9787,-,O
9788,MONTREAL,B-ORG
9789,67,O
9790,58,O
9791,.536,O
9792,12,O
9793,NEW,B-ORG
9794,YORK,I-ORG
9795,59,O
9796,69,O
9797,.461,O
9798,21,O
9799,1/2,O
9800,FLORIDA,B-ORG
9801,58,O
9802,69,O
9803,.457,O
9804,22,O
9805,PHILADELPHIA,B-ORG
9806,52,O
9807,75,O
9808,.409,O
9809,28,O
9810,CENTRAL,B-MISC
9811,DIVISION,I-MISC
9812,HOUSTON,B-ORG
9813,68,O
9814,59,O
9815,.535,O
9816,-,O
9817,ST,B-ORG
9818,LOUIS,I-ORG
9819,67,O
9820,59,O
9821,.532,O
9822,1/2,O
9823,CHICAGO,B-ORG
9824,63,O
9825,62,O
9826,.504,O
9827,4,O
9828,CINCINNATI,B-ORG
9829,62,O
9830,62,O
9831,.500,O
9832,4,O
9833,1/2,O
9834,PITTSBURGH,B-ORG
9835,53,O
9836,73,O
9837,.421,O
9838,14,O
9839,1/2,O
9840,WESTERN,B-MISC
9841,DIVISION,I-MISC
9842,SAN,B-ORG
9843,DIEGO,I-ORG
9844,70,O
9845,59,O
9846,.543,O
9847,-,O
9848,LOS,B-ORG
9849,ANGELES,I-ORG
9850,66,O
9851,60,O
9852,.524,O
9853,2,O
9854,1/2,O
9855,COLORADO,B-ORG
9856,65,O
9857,62,O
9858,.512,O
9859,4,O
9860,SAN,B-ORG
